5.8832706072081943E-002,-2.9476862148994674E-002
5.8819439633798612E-002,-2.9472756286574146E-002
5.8806176117992437E-002,-2.9468651196498788E-002
5.8792915428074001E-002,-2.9464546865445924E-002
5.8779657610672678E-002,-2.9460443353367598E-002
5.8766402669119130E-002,-2.9456340621035929E-002
5.8753150536059839E-002,-2.9452238661789580E-002
5.8739901316595906E-002,-2.9448137517076877E-002
5.8726654867878647E-002,-2.9444037186527744E-002
5.8713411360882393E-002,-2.9439937637205569E-002
5.8700170620561994E-002,-2.9435838851716852E-002
5.8686932772742714E-002,-2.9431740901485946E-002
5.8673697748220663E-002,-2.9427643750615639E-002
5.8660465611388775E-002,-2.9423547282902581E-002
5.8647236280090533E-002,-2.9419451715950496E-002
5.8634009779491007E-002,-2.9415356919863279E-002
5.8620786207659890E-002,-2.9411262859853952E-002
5.8607565406575440E-002,-2.9407169638803174E-002
5.8594347519086355E-002,-2.9403077223034185E-002
5.8581132460815678E-002,-2.9398985552224866E-002
5.8567920218070668E-002,-2.9394894675225026E-002
5.8554710814536073E-002,-2.9390804604987275E-002
5.8541504307943505E-002,-2.9386715390731497E-002
5.8528300613545921E-002,-2.9382626854822003E-002
5.8515099745406161E-002,-2.9378539192287976E-002
5.8501901728689271E-002,-2.9374452258800421E-002
5.8488706558214212E-002,-2.9370366111720864E-002
5.8475514254705152E-002,-2.9366280783985916E-002
5.8462324752658931E-002,-2.9362196266713800E-002
5.8449138085752306E-002,-2.9358112502913061E-002
5.8435954273599232E-002,-2.9354029519969200E-002
5.8422773284003228E-002,-2.9349947349708617E-002
5.8409595155822100E-002,-2.9345866000643015E-002
5.8396419890536157E-002,-2.9341785349907716E-002
5.8383247451137953E-002,-2.9337705561815728E-002
5.8370077797289394E-002,-2.9333626479825604E-002
5.8356910961927085E-002,-2.9329548259368565E-002
5.8343747022026500E-002,-2.9325470832721013E-002
5.8330585925407151E-002,-2.9321394151033124E-002
5.8317427588432245E-002,-2.9317318269075909E-002
5.8304272179485597E-002,-2.9313243213494721E-002
5.8291119534254199E-002,-2.9309168890660750E-002
5.8277969694556460E-002,-2.9305095349793878E-002
5.8264822749210216E-002,-2.9301022633082589E-002
5.8251678656026991E-002,-2.9296950649858659E-002
5.8238537308425382E-002,-2.9292879512624700E-002
5.8225398800034189E-002,-2.9288809136263604E-002
5.8212263212269778E-002,-2.9284739575176303E-002
5.8199130384149797E-002,-2.9280670769040677E-002
5.8186000422995814E-002,-2.9276602754494088E-002
5.8172873220376037E-002,-2.9272535508221852E-002
5.8159748903596056E-002,-2.9268469061680291E-002
5.8146627383097865E-002,-2.9264403459278322E-002
5.8133508738447463E-002,-2.9260338562608137E-002
5.8120392831607103E-002,-2.9256274464188332E-002
5.8107279826519725E-002,-2.9252211165869270E-002
5.8094169615493699E-002,-2.9248148658769173E-002
5.8081062214072152E-002,-2.9244086912912012E-002
5.8067957616703955E-002,-2.9240025965675303E-002
5.8054855824499332E-002,-2.9235965784862573E-002
5.8041756952921499E-002,-2.9231906431166021E-002
5.8028660823964670E-002,-2.9227847744713521E-002
5.8015567516824774E-002,-2.9223789976045411E-002
5.8002477077761093E-002,-2.9219732996745892E-002
5.7989389387239618E-002,-2.9215676678399163E-002
5.7976304553692126E-002,-2.9211621214924186E-002
5.7963222557504690E-002,-2.9207566587077093E-002
5.7950143323182129E-002,-2.9203512645347846E-002
5.7937066985061444E-002,-2.9199459497428078E-002
5.7923993379939837E-002,-2.9195407179585086E-002
